objective,nodes_to_best,edges_to_best,nodes_avg,edges_avg
5281,143,100,152.288,101.547
5761,140,101,151.373,104.11
5856,141,95,148.076,100.639
6634,141,87,148.718,98.3644
4932,143,100,149.154,98.1291
5681,143,107,154.109,107.742
5741,144,107,152.294,106.642
5247,140,92,150.461,101.865
6814,141,117,151.319,108.224
4589,144,88,153.822,99.7638
6818,146,108,152.456,105.329
6356,141,94,148.576,99.4034
5745,142,101,148.968,100.836
5977,144,109,152.81,106.27
5058,141,95,150.477,101.37
6051,143,105,151.711,103.472
7305,145,115,151.129,106.946
5653,143,94,150.281,99.1602
6339,142,111,146.961,101.493
5428,143,104,150.791,102.373
5584,144,102,153.378,104.392
6793,147,122,150.052,99.1471
5126,136,86,149.545,101.201
4744,142,101,152.354,106.199
5727,144,97,152.039,102.012
5439,143,108,150.831,103.295
6398,139,97,147.688,100.909
5337,139,96,150.97,103.159
6385,140,105,149.317,105.665
6338,141,96,151.891,106.388
6327,143,105,151.896,107.002
5825,143,104,153.596,106.287
6736,143,99,151.865,101.497
5788,140,97,150.192,102.527
6246,140,103,145.132,99.8098
6971,142,106,150.178,106.656
4843,139,93,149.255,97.8509
5322,144,95,153.831,101.805
5362,141,92,150.978,99.2332
6936,140,112,146.591,103.292
5111,146,110,153.141,102.673
6161,142,106,151.224,105.749
6092,141,94,152.719,105.699
6615,143,113,147.05,100.972
6433,141,98,150.594,103.498
5948,140,101,148.772,100.095
6061,141,99,152.493,107.104
6145,145,114,153.237,106.53
5350,145,111,152.11,102.594
6401,139,97,151.206,105.902
5367,145,100,153.859,104.939
5597,139,95,148.906,99.4975
5826,144,100,149.992,99.021
6791,137,104,148.737,106.035
5631,139,93,149.267,101.578
5572,139,102,147.638,100.096
5541,145,103,151.259,101.746
5873,141,98,148.912,100.441
5433,140,101,146.313,98.8739
5406,145,104,153.226,105.044
6983,137,105,145.742,102.589
6260,143,105,150.073,102.955
6288,144,104,151.605,101.963
6713,140,93,150.242,102.475
6121,144,108,151.486,103.708
5834,143,104,147.705,96.7688
5152,143,104,151.561,104.727
6898,137,103,147.029,101.541
6149,142,94,150.971,102.433
6681,145,108,153.31,109.91
5758,143,102,150.542,101.272
6287,141,100,148.835,104.439
6251,144,107,150.832,102.644
4551,142,109,151.972,105.925
6358,146,108,152.053,107.021
6117,144,112,153.134,106.537
5632,144,114,154.133,106.728
7079,137,99,145.965,103.893
